from_station_id,to_station_id,from_stop_id,from_stop_name,to_stop_id,to_stop_name,peak,offpeak
46,37,46,Beacon,37,Cortlandt,675,675
49,42,49,New Hamburg,42,Garrison,425,425
89,78,89,Purdy's,78,Valhalla,675,675
55,85,55,Tremont,85,Bedford Hills,800,800
1,114,1,Grand Central,114,Rye,1375,1025
27,23,27,Tarrytown,23,Dobbs Ferry,300,300
71,66,71,Scarsdale,66,Tuckahoe,300,300
90,79,90,Croton Falls,79,Mount Pleasant,675,675
33,39,33,Croton-Harmon,39,Peekskill,300,300
622,25,622,Yankees-E153 St.,25,Irvington,425,425
177,83,177,Wassaic,83,Chappaqua,1275,1275
115,108,115,Port Chester,108,New Rochelle,400,400
22,29,22,Hastings-on-Hudson,29,Philipse Manor,300,300
54,98,54,Melrose,98,Pawling,1450,1450
74,76,74,White Plains,76,North White Plains,300,300
66,72,66,Tuckahoe,72,Hartsdale,300,300
46,14,46,Beacon,14,Spuyten Duyvil,1450,1450
56,58,56,Fordham,58,Williams Bridge,300,300
97,59,97,Patterson,59,Woodlawn,1450,1450
49,19,49,New Hamburg,19,Glenwood,1300,1300
89,55,89,Purdy's,55,Tremont,1150,1150
55,62,55,Tremont,62,Mt Vernon West,300,300
18,31,18,Yonkers,31,Ossining,500,500
89,91,89,Purdy's,91,Brewster,300,300
90,56,90,Croton Falls,56,Fordham,1150,1150
42,16,42,Garrison,16,Riverdale,1150,1150
55,98,55,Tremont,98,Pawling,1450,1450
101,65,101,Dover Plains,65,Bronxville,1525,1525
29,46,29,Philipse Manor,46,Beacon,825,825
51,622,51,Poughkeepsie,622,Yankees-E153 St.,1675,1675
114,4,114,Rye,4,Harlem-125th St.,1375,1025
111,115,111,Mamaroneck,115,Port Chester,375,375
89,176,89,Purdy's,176,Tenmile River,750,750
176,101,176,Tenmile River,101,Dover Plains,300,300
62,79,62,Mt Vernon West,79,Mount Pleasant,500,500
85,62,85,Bedford Hills,62,Mt Vernon West,725,725
37,22,37,Cortlandt,22,Hastings-on-Hudson,600,600
65,4,65,Bronxville,4,Harlem-125th St.,1150,875
90,177,90,Croton Falls,177,Wassaic,750,750
22,42,22,Hastings-on-Hudson,42,Garrison,775,775
74,89,74,White Plains,89,Purdy's,775,775
66,85,66,Tuckahoe,85,Bedford Hills,725,725
85,98,85,Bedford Hills,98,Pawling,675,675
4,110,4,Harlem-125th St.,110,Larchmont,1275,975
78,59,78,Valhalla,59,Woodlawn,575,575
97,72,97,Patterson,72,Hartsdale,1150,1150
58,1,58,Williams Bridge,1,Grand Central,975,725
89,68,89,Purdy's,68,Crestwood,875,875
19,9,19,Glenwood,9,Morris Heights,300,300
100,83,100,HM Valley-Wingdale,83,Chappaqua,1200,1200
30,18,30,Scarborough,18,Yonkers,500,500
71,56,71,Scarsdale,56,Fordham,425,425
58,86,58,Williams Bridge,86,Katonah,800,800
61,91,61,Wakefield,91,Brewster,1150,1150
176,78,176,Tenmile River,78,Valhalla,1275,1275
33,29,33,Croton-Harmon,29,Philipse Manor,300,300
22,19,22,Hastings-on-Hudson,19,Glenwood,300,300
54,88,54,Melrose,88,Goldens Bridge,800,800
88,1,88,Goldens Bridge,1,Grand Central,1750,1325
74,66,74,White Plains,66,Tuckahoe,300,300
66,62,66,Tuckahoe,62,Mt Vernon West,300,300
46,4,46,Beacon,4,Harlem-125th St.,2300,1750
71,177,71,Scarsdale,177,Wassaic,1475,1475
49,9,49,New Hamburg,9,Morris Heights,1450,1450
14,51,14,Spuyten Duyvil,51,Poughkeepsie,1675,1675
1,81,1,Grand Central,81,Pleasantville,1475,1125
88,86,88,Goldens Bridge,86,Katonah,300,300
78,72,78,Valhalla,72,Hartsdale,300,300
57,98,57,Botanical Garden,98,Pawling,1450,1450
80,81,80,Hawthorne,81,Pleasantville,300,300
111,105,111,Mamaroneck,105,Mt Vernon East ,300,300
58,99,58,Williams Bridge,99,Appalachian Trail,1450,1450
10,22,10,University Heights,22,Hastings-on-Hudson,425,425
176,91,176,Tenmile River,91,Brewster,750,750
54,65,54,Melrose,65,Bronxville,300,300
33,42,33,Croton-Harmon,42,Garrison,675,675
101,176,101,Dover Plains,176,Tenmile River,300,300
54,101,54,Melrose,101,Dover Plains,1675,1675
114,115,114,Rye,115,Port Chester,300,300
74,79,74,White Plains,79,Mount Pleasant,300,300
106,111,106,Pelham,111,Mamaroneck,300,300
4,100,4,Harlem-125th St.,100,HM Valley-Wingdale,2575,1925
89,58,89,Purdy's,58,Williams Bridge,1150,1150
17,39,17,Ludlow,39,Peekskill,725,725
76,88,76,North White Plains,88,Goldens Bridge,600,600
110,1,110,Larchmont,1,Grand Central,1275,975
55,65,55,Tremont,65,Bronxville,300,300
1,94,1,Grand Central,94,Southeast,2000,1500
88,99,88,Goldens Bridge,99,Appalachian Trail,675,675
40,22,40,Manitou,22,Hastings-on-Hudson,775,775
58,76,58,Williams Bridge,76,North White Plains,425,425
29,49,29,Philipse Manor,49,New Hamburg,825,825
61,81,61,Wakefield,81,Pleasantville,575,575
176,68,176,Tenmile River,68,Crestwood,1600,1600
80,94,80,Hawthorne,94,Southeast,675,675
81,59,81,Pleasantville,59,Woodlawn,575,575
33,19,33,Croton-Harmon,19,Glenwood,500,500
22,9,22,Hastings-on-Hudson,9,Morris Heights,425,425
54,78,54,Melrose,78,Valhalla,575,575
74,56,74,White Plains,56,Fordham,425,425
85,65,85,Bedford Hills,65,Bronxville,725,725
98,4,98,Pawling,4,Harlem-125th St.,2300,1750
16,51,16,Riverdale,51,Poughkeepsie,1675,1675
1,71,1,Grand Central,71,Scarsdale,1275,975
88,76,88,Goldens Bridge,76,North White Plains,600,600
18,11,18,Yonkers,11,Marble Hill,300,300
99,85,99,Appalachian Trail,85,Bedford Hills,675,675
57,88,57,Botanical Garden,88,Goldens Bridge,800,800
91,1,91,Brewster,1,Grand Central,2000,1500
177,4,177,Wassaic,4,Harlem-125th St.,2725,2025
76,101,76,North White Plains,101,Dover Plains,1375,1375
68,97,68,Crestwood,97,Patterson,1300,1300
74,177,74,White Plains,177,Wassaic,1475,1475
80,71,80,Hawthorne,71,Scarsdale,300,300
100,86,100,HM Valley-Wingdale,86,Katonah,825,825
58,89,58,Williams Bridge,89,Purdy's,1150,1150
61,94,61,Wakefield,94,Southeast,1150,1150
62,59,62,Mt Vernon West,59,Woodlawn,300,300
176,81,176,Tenmile River,81,Pleasantville,1275,1275
81,72,81,Pleasantville,72,Hartsdale,300,300
54,55,54,Melrose,55,Tremont,300,300
622,18,622,Yankees-E153 St.,18,Yonkers,300,300
51,49,51,Poughkeepsie,49,New Hamburg,425,425
84,83,84,Mount Kisco,83,Chappaqua,300,300
14,18,14,Spuyten Duyvil,18,Yonkers,300,300
114,105,114,Rye,105,Mt Vernon East ,400,400
99,62,99,Appalachian Trail,62,Mt Vernon West,1300,1300
4,90,4,Harlem-125th St.,90,Croton Falls,2000,1500
79,4,79,Mount Pleasant,4,Harlem-125th St.,1475,1125
56,100,56,Fordham,100,HM Valley-Wingdale,1675,1675
17,29,17,Ludlow,29,Philipse Manor,500,500
76,78,76,North White Plains,78,Valhalla,300,300
9,25,9,Morris Heights,25,Irvington,425,425
68,74,68,Crestwood,74,White Plains,300,300
1,84,1,Grand Central,84,Mount Kisco,1750,1325
54,176,54,Melrose,176,Tenmile River,1800,1800
88,89,88,Goldens Bridge,89,Purdy's,300,300
99,98,99,Appalachian Trail,98,Pawling,300,300
57,101,57,Botanical Garden,101,Dover Plains,1675,1675
58,66,58,Williams Bridge,66,Tuckahoe,300,300
61,71,61,Wakefield,71,Scarsdale,425,425
176,58,176,Tenmile River,58,Williams Bridge,1800,1800
80,84,80,Hawthorne,84,Mount Kisco,300,300
33,9,33,Croton-Harmon,9,Morris Heights,575,575
20,39,20,Greystone,39,Peekskill,725,725
10,25,10,University Heights,25,Irvington,425,425
91,99,91,Brewster,99,Appalachian Trail,425,425
110,112,110,Larchmont,112,Harrison,300,300
55,176,55,Tremont,176,Tenmile River,1800,1800
46,622,46,Beacon,622,Yankees-E153 St.,1450,1450
43,22,43,Cold Spring,22,Hastings-on-Hudson,775,775
54,68,54,Melrose,68,Crestwood,300,300
72,85,72,Hartsdale,85,Bedford Hills,600,600
64,81,64,Fleetwood,81,Pleasantville,500,500
1,61,1,Grand Central,61,Wakefield,975,725
88,66,88,Goldens Bridge,66,Tuckahoe,725,725
17,42,17,Ludlow,42,Garrison,875,875
57,78,57,Botanical Garden,78,Valhalla,575,575
76,91,76,North White Plains,91,Brewster,775,775
29,16,29,Philipse Manor,16,Riverdale,575,575
40,25,40,Manitou,25,Irvington,775,775
80,61,80,Hawthorne,61,Wakefield,575,575
85,176,85,Bedford Hills,176,Tenmile River,1000,1000
39,29,39,Peekskill,29,Philipse Manor,300,300
58,79,58,Williams Bridge,79,Mount Pleasant,575,575
71,98,71,Scarsdale,98,Pawling,1150,1150
91,76,91,Brewster,76,North White Plains,775,775
61,84,61,Wakefield,84,Mount Kisco,800,800
94,81,94,Southeast,81,Pleasantville,675,675
51,39,51,Poughkeepsie,39,Peekskill,825,825
24,22,24,Ardsley-on-Hudson,22,Hastings-on-Hudson,300,300
16,18,16,Riverdale,18,Yonkers,300,300
4,80,4,Harlem-125th St.,80,Hawthorne,1475,1125
72,98,72,Hartsdale,98,Pawling,1150,1150
64,94,64,Fleetwood,94,Southeast,875,875
65,59,65,Bronxville,59,Woodlawn,300,300
56,90,56,Fordham,90,Croton Falls,1150,1150
57,55,57,Botanical Garden,55,Tremont,300,300
17,19,17,Ludlow,19,Glenwood,300,300
76,68,76,North White Plains,68,Crestwood,300,300
49,51,49,New Hamburg,51,Poughkeepsie,425,425
68,64,68,Crestwood,64,Fleetwood,300,300
57,91,57,Botanical Garden,91,Brewster,1150,1150
58,56,58,Williams Bridge,56,Fordham,300,300
90,88,90,Croton Falls,88,Goldens Bridge,300,300
101,97,101,Dover Plains,97,Patterson,425,425
20,29,20,Greystone,29,Philipse Manor,500,500
39,42,39,Peekskill,42,Garrison,300,300
57,176,57,Botanical Garden,176,Tenmile River,1800,1800
91,89,91,Brewster,89,Purdy's,300,300
51,16,51,Poughkeepsie,16,Riverdale,1675,1675
83,85,83,Chappaqua,85,Bedford Hills,300,300
4,57,4,Harlem-125th St.,57,Botanical Garden,975,725
58,177,58,Williams Bridge,177,Wassaic,1800,1800
64,71,64,Fleetwood,71,Scarsdale,300,300
16,31,16,Riverdale,31,Ossining,575,575
108,114,108,New Rochelle,114,Rye,400,400
1,51,1,Grand Central,51,Poughkeepsie,2575,1925
88,56,88,Goldens Bridge,56,Fordham,800,800
99,65,99,Appalachian Trail,65,Bronxville,1300,1300
65,72,65,Bronxville,72,Hartsdale,300,300
112,4,112,Harrison,4,Harlem-125th St.,1275,975
57,68,57,Botanical Garden,68,Crestwood,300,300
89,100,89,Purdy's,100,HM Valley-Wingdale,650,650
42,25,42,Garrison,25,Irvington,775,775
39,19,39,Peekskill,19,Glenwood,725,725
11,37,11,Marble Hill,37,Cortlandt,800,800
71,88,71,Scarsdale,88,Goldens Bridge,600,600
105,1,105,Mt Vernon East ,1,Grand Central,1125,850
90,101,90,Croton Falls,101,Dover Plains,650,650
91,66,91,Brewster,66,Tuckahoe,875,875
83,62,83,Chappaqua,62,Mt Vernon West,500,500
88,177,88,Goldens Bridge,177,Wassaic,1000,1000
94,71,94,Southeast,71,Scarsdale,775,775
20,42,20,Greystone,42,Garrison,875,875
31,51,31,Ossining,51,Poughkeepsie,1200,1200
51,29,51,Poughkeepsie,29,Philipse Manor,1200,1200
83,98,83,Chappaqua,98,Pawling,825,825
43,25,43,Cold Spring,25,Irvington,775,775
64,84,64,Fleetwood,84,Mount Kisco,725,725
56,80,56,Fordham,80,Hawthorne,575,575
17,9,17,Ludlow,9,Morris Heights,300,300
76,58,76,North White Plains,58,Williams Bridge,425,425
68,54,68,Crestwood,54,Melrose,300,300
27,22,27,Tarrytown,22,Hastings-on-Hudson,300,300
59,91,59,Woodlawn,91,Brewster,1150,1150
30,27,30,Scarborough,27,Tarrytown,300,300
71,65,71,Scarsdale,65,Bronxville,300,300
90,78,90,Croton Falls,78,Valhalla,675,675
110,56,110,Larchmont,56,Fordham,425,425
20,19,20,Greystone,19,Glenwood,300,300
71,101,71,Scarsdale,101,Dover Plains,1375,1375
4,11,4,Harlem-125th St.,11,Marble Hill,975,725
91,79,91,Brewster,79,Mount Pleasant,675,675
23,24,23,Dobbs Ferry,24,Ardsley-on-Hudson,300,300
94,84,94,Southeast,84,Mount Kisco,300,300
72,65,72,Hartsdale,65,Bronxville,300,300
64,61,64,Fleetwood,61,Wakefield,300,300
24,25,24,Ardsley-on-Hudson,25,Irvington,300,300
56,57,56,Fordham,57,Botanical Garden,300,300
86,85,86,Katonah,85,Bedford Hills,300,300
46,49,46,Beacon,49,New Hamburg,300,300
78,81,78,Valhalla,81,Pleasantville,300,300
97,94,97,Patterson,94,Southeast,425,425
98,59,98,Pawling,59,Woodlawn,1450,1450
57,58,57,Botanical Garden,58,Williams Bridge,300,300
89,90,89,Purdy's,90,Croton Falls,300,300
90,55,90,Croton Falls,55,Tremont,1150,1150
55,97,55,Tremont,97,Patterson,1450,1450
101,64,101,Dover Plains,64,Fleetwood,1525,1525
19,31,19,Glenwood,31,Ossining,500,500
39,9,39,Peekskill,9,Morris Heights,800,800
11,27,11,Marble Hill,27,Tarrytown,575,575
111,114,111,Mamaroneck,114,Rye,375,375
30,40,30,Scarborough,40,Manitou,675,675
71,78,71,Scarsdale,78,Valhalla,300,300
91,56,91,Brewster,56,Fordham,1150,1150
23,1,23,Dobbs Ferry,1,Grand Central,1275,975
177,59,177,Wassaic,59,Woodlawn,1800,1800
90,91,90,Croton Falls,91,Brewster,300,300
94,61,94,Southeast,61,Wakefield,1150,1150
33,51,33,Croton-Harmon,51,Poughkeepsie,1200,1200
112,115,112,Harrison,115,Port Chester,375,375
4,24,4,Harlem-125th St.,24,Ardsley-on-Hudson,1275,975
23,37,23,Dobbs Ferry,37,Cortlandt,600,600
1,18,1,Grand Central,18,Yonkers,1150,875
74,88,74,White Plains,88,Goldens Bridge,600,600
85,97,85,Bedford Hills,97,Patterson,675,675
86,62,86,Katonah,62,Mt Vernon West,725,725
91,177,91,Brewster,177,Wassaic,750,750
97,71,97,Patterson,71,Scarsdale,1150,1150
49,31,49,New Hamburg,31,Ossining,825,825
55,74,55,Tremont,74,White Plains,425,425
86,98,86,Katonah,98,Pawling,675,675
18,43,18,Yonkers,43,Cold Spring,875,875
59,81,59,Woodlawn,81,Pleasantville,575,575
78,94,78,Valhalla,94,Southeast,675,675
79,59,79,Mount Pleasant,59,Woodlawn,575,575
98,72,98,Pawling,72,Hartsdale,1150,1150
30,17,30,Scarborough,17,Ludlow,500,500
71,55,71,Scarsdale,55,Tremont,425,425
90,68,90,Croton Falls,68,Crestwood,875,875
20,9,20,Greystone,9,Morris Heights,300,300
39,22,39,Peekskill,22,Hastings-on-Hudson,600,600
11,40,11,Marble Hill,40,Manitou,1150,1150
31,18,31,Ossining,18,Yonkers,500,500
4,1,4,Harlem-125th St.,1,Grand Central,825,625
23,14,23,Dobbs Ferry,14,Spuyten Duyvil,425,425
177,72,177,Wassaic,72,Hartsdale,1475,1475
83,65,83,Chappaqua,65,Bronxville,500,500
72,55,72,Hartsdale,55,Tremont,425,425
85,74,85,Bedford Hills,74,White Plains,600,600
71,176,71,Scarsdale,176,Tenmile River,1475,1475
74,101,74,White Plains,101,Dover Plains,1375,1375
66,97,66,Tuckahoe,97,Patterson,1300,1300
46,39,46,Beacon,39,Peekskill,675,675
59,58,59,Woodlawn,58,Williams Bridge,300,300
18,20,18,Yonkers,20,Greystone,300,300
78,71,78,Valhalla,71,Scarsdale,300,300
97,84,97,Patterson,84,Mount Kisco,675,675
89,80,89,Purdy's,80,Hawthorne,675,675
101,54,101,Dover Plains,54,Melrose,1675,1675
27,25,27,Tarrytown,25,Irvington,300,300
59,94,59,Woodlawn,94,Southeast,1150,1150
72,176,72,Hartsdale,176,Tenmile River,1475,1475
79,72,79,Mount Pleasant,72,Hartsdale,300,300
11,17,11,Marble Hill,17,Ludlow,300,300
71,68,71,Scarsdale,68,Crestwood,300,300
176,90,176,Tenmile River,90,Croton Falls,750,750
25,37,25,Irvington,37,Cortlandt,600,600
112,105,112,Harrison,105,Mt Vernon East ,300,300
4,14,4,Harlem-125th St.,14,Spuyten Duyvil,975,725
622,27,622,Yankees-E153 St.,27,Tarrytown,575,575
115,110,115,Port Chester,110,Larchmont,375,375
22,31,22,Hastings-on-Hudson,31,Ossining,300,300
54,100,54,Melrose,100,HM Valley-Wingdale,1675,1675
14,27,14,Spuyten Duyvil,27,Tarrytown,575,575
74,78,74,White Plains,78,Valhalla,300,300
66,74,66,Tuckahoe,74,White Plains,300,300
46,16,46,Beacon,16,Riverdale,1450,1450
97,61,97,Patterson,61,Wakefield,1450,1450
89,57,89,Purdy's,57,Botanical Garden,1150,1150
55,64,55,Tremont,64,Fleetwood,300,300
18,33,18,Yonkers,33,Croton-Harmon,500,500
59,71,59,Woodlawn,71,Scarsdale,425,425
78,84,78,Valhalla,84,Mount Kisco,300,300
98,62,98,Pawling,62,Mt Vernon West,1300,1300
90,58,90,Croton Falls,58,Williams Bridge,1150,1150
11,30,11,Marble Hill,30,Scarborough,575,575
23,4,23,Dobbs Ferry,4,Harlem-125th St.,1275,975
177,62,177,Wassaic,62,Mt Vernon West,1600,1600
56,1,56,Fordham,1,Grand Central,975,725
62,81,62,Mt Vernon West,81,Pleasantville,500,500
81,94,81,Pleasantville,94,Southeast,675,675
74,55,74,White Plains,55,Tremont,425,425
622,40,622,Yankees-E153 St.,40,Manitou,1150,1150
85,64,85,Bedford Hills,64,Fleetwood,725,725
37,24,37,Cortlandt,24,Ardsley-on-Hudson,600,600
14,40,14,Spuyten Duyvil,40,Manitou,1150,1150
74,91,74,White Plains,91,Brewster,775,775
86,65,86,Katonah,65,Bronxville,725,725
18,10,18,Yonkers,10,University Heights,300,300
4,112,4,Harlem-125th St.,112,Harrison,1275,975
78,61,78,Valhalla,61,Wakefield,575,575
97,74,97,Patterson,74,White Plains,1150,1150
17,51,17,Ludlow,51,Poughkeepsie,1525,1525
1,106,1,Grand Central,106,Pelham,1125,850
74,176,74,White Plains,176,Tenmile River,1475,1475
19,11,19,Glenwood,11,Marble Hill,300,300
100,85,100,HM Valley-Wingdale,85,Bedford Hills,825,825
71,58,71,Scarsdale,58,Williams Bridge,425,425
58,88,58,Williams Bridge,88,Goldens Bridge,800,800
176,80,176,Tenmile River,80,Hawthorne,1275,1275
81,71,81,Pleasantville,71,Scarsdale,300,300
33,31,33,Croton-Harmon,31,Ossining,300,300
25,27,25,Irvington,27,Tarrytown,300,300
622,17,622,Yankees-E153 St.,17,Ludlow,300,300
105,56,105,Mt Vernon East ,56,Fordham,300,300
37,1,37,Cortlandt,1,Grand Central,1750,1325
62,94,62,Mt Vernon West,94,Southeast,875,875
54,90,54,Melrose,90,Croton Falls,1150,1150
14,17,14,Spuyten Duyvil,17,Ludlow,300,300
74,68,74,White Plains,68,Crestwood,300,300
66,64,66,Tuckahoe,64,Fleetwood,300,300
4,89,4,Harlem-125th St.,89,Purdy's,2000,1500
49,11,49,New Hamburg,11,Marble Hill,1450,1450
11,622,11,Marble Hill,622,Yankees-E153 St.,300,300
55,54,55,Tremont,54,Melrose,300,300
1,83,1,Grand Central,83,Chappaqua,1475,1125
99,97,99,Appalachian Trail,97,Patterson,300,300
100,62,100,HM Valley-Wingdale,62,Mt Vernon West,1525,1525
18,23,18,Yonkers,23,Dobbs Ferry,300,300
59,61,59,Woodlawn,61,Wakefield,300,300
57,100,57,Botanical Garden,100,HM Valley-Wingdale,1675,1675
80,83,80,Hawthorne,83,Chappaqua,300,300
100,98,100,HM Valley-Wingdale,98,Pawling,425,425
25,4,25,Irvington,4,Harlem-125th St.,1275,975
58,101,58,Williams Bridge,101,Dover Plains,1675,1675
10,24,10,University Heights,24,Ardsley-on-Hudson,425,425
110,111,110,Larchmont,111,Mamaroneck,300,300
62,71,62,Mt Vernon West,71,Scarsdale,300,300
81,84,81,Pleasantville,84,Mount Kisco,300,300
25,40,25,Irvington,40,Manitou,775,775
622,30,622,Yankees-E153 St.,30,Scarborough,575,575
85,54,85,Bedford Hills,54,Melrose,800,800
37,14,37,Cortlandt,14,Spuyten Duyvil,800,800
68,1,68,Crestwood,1,Grand Central,1150,875
14,30,14,Spuyten Duyvil,30,Scarborough,575,575
99,74,99,Appalachian Trail,74,White Plains,1150,1150
65,81,65,Bronxville,81,Pleasantville,500,500
56,112,56,Fordham,112,Harrison,425,425
76,90,76,North White Plains,90,Croton Falls,775,775
9,37,9,Morris Heights,37,Cortlandt,800,800
68,86,68,Crestwood,86,Katonah,725,725
88,101,88,Goldens Bridge,101,Dover Plains,825,825
40,24,40,Manitou,24,Ardsley-on-Hudson,775,775
58,78,58,Williams Bridge,78,Valhalla,575,575
10,1,10,University Heights,1,Grand Central,975,725
29,51,29,Philipse Manor,51,Poughkeepsie,1200,1200
61,83,61,Wakefield,83,Chappaqua,575,575
81,61,81,Pleasantville,61,Wakefield,575,575
86,176,86,Katonah,176,Tenmile River,1000,1000
25,17,25,Irvington,17,Ludlow,300,300
10,37,10,University Heights,37,Cortlandt,800,800
56,4,56,Fordham,4,Harlem-125th St.,975,725
62,84,62,Mt Vernon West,84,Mount Kisco,725,725
22,11,22,Hastings-on-Hudson,11,Marble Hill,425,425
54,80,54,Melrose,80,Hawthorne,575,575
74,58,74,White Plains,58,Williams Bridge,425,425
66,54,66,Tuckahoe,54,Melrose,300,300
4,79,4,Harlem-125th St.,79,Mount Pleasant,1475,1125
72,97,72,Hartsdale,97,Patterson,1150,1150
17,18,17,Ludlow,18,Yonkers,300,300
88,78,88,Goldens Bridge,78,Valhalla,300,300
40,1,40,Manitou,1,Grand Central,2000,1500
65,94,65,Bronxville,94,Southeast,875,875
57,90,57,Botanical Garden,90,Croton Falls,1150,1150
58,55,58,Williams Bridge,55,Tremont,300,300
68,99,68,Crestwood,99,Appalachian Trail,1300,1300
23,622,23,Dobbs Ferry,622,Yankees-E153 St.,425,425
40,37,40,Manitou,37,Cortlandt,300,300
58,91,58,Williams Bridge,91,Brewster,1150,1150
91,88,91,Brewster,88,Goldens Bridge,300,300
10,14,10,University Heights,14,Spuyten Duyvil,300,300
62,61,62,Mt Vernon West,61,Wakefield,300,300
81,74,81,Pleasantville,74,White Plains,300,300
54,57,54,Melrose,57,Botanical Garden,300,300
37,4,37,Cortlandt,4,Harlem-125th St.,1750,1325
4,56,4,Harlem-125th St.,56,Fordham,975,725
58,176,58,Williams Bridge,176,Tenmile River,1800,1800
84,85,84,Mount Kisco,85,Bedford Hills,300,300
88,55,88,Goldens Bridge,55,Tremont,800,800
99,64,99,Appalachian Trail,64,Fleetwood,1300,1300
65,71,65,Bronxville,71,Scarsdale,300,300
17,31,17,Ludlow,31,Ossining,500,500
76,80,76,North White Plains,80,Hawthorne,300,300
9,27,9,Morris Heights,27,Tarrytown,575,575
68,76,68,Crestwood,76,North White Plains,300,300
88,91,88,Goldens Bridge,91,Brewster,300,300
40,14,40,Manitou,14,Spuyten Duyvil,1150,1150
100,65,100,HM Valley-Wingdale,65,Bronxville,1525,1525
4,177,4,Harlem-125th St.,177,Wassaic,2725,2025
58,68,58,Williams Bridge,68,Crestwood,300,300
90,100,90,Croton Falls,100,HM Valley-Wingdale,650,650
80,86,80,Hawthorne,86,Katonah,300,300
88,176,88,Goldens Bridge,176,Tenmile River,1000,1000
33,11,33,Croton-Harmon,11,Marble Hill,575,575
91,101,91,Brewster,101,Dover Plains,650,650
23,46,23,Dobbs Ferry,46,Beacon,1150,1150
110,114,110,Larchmont,114,Rye,375,375
83,97,83,Chappaqua,97,Patterson,825,825
43,24,43,Cold Spring,24,Ardsley-on-Hudson,775,775
84,62,84,Mount Kisco,62,Mt Vernon West,725,725
22,1,22,Hastings-on-Hudson,1,Grand Central,1275,975
1,27,1,Grand Central,27,Tarrytown,1475,1125
64,83,64,Fleetwood,83,Chappaqua,500,500
84,98,84,Mount Kisco,98,Pawling,675,675
16,43,16,Riverdale,43,Cold Spring,1150,1150
56,79,56,Fordham,79,Mount Pleasant,575,575
76,57,76,North White Plains,57,Botanical Garden,425,425
9,4,9,Morris Heights,4,Harlem-125th St.,975,725
101,1,101,Dover Plains,1,Grand Central,2575,1925
88,68,88,Goldens Bridge,68,Crestwood,725,725
65,84,65,Bronxville,84,Mount Kisco,725,725
56,115,56,Fordham,115,Port Chester,500,500
57,80,57,Botanical Garden,80,Hawthorne,575,575
9,40,9,Morris Heights,40,Manitou,1150,1150
25,622,25,Irvington,622,Yankees-E153 St.,425,425
29,18,29,Philipse Manor,18,Yonkers,500,500
42,37,42,Garrison,37,Cortlandt,300,300
68,89,68,Crestwood,89,Purdy's,875,875
39,31,39,Peekskill,31,Ossining,300,300
71,100,71,Scarsdale,100,HM Valley-Wingdale,1375,1375
31,27,31,Ossining,27,Tarrytown,300,300
10,4,10,University Heights,4,Harlem-125th St.,975,725
91,78,91,Brewster,78,Valhalla,675,675
83,74,83,Chappaqua,74,White Plains,300,300
94,83,94,Southeast,83,Chappaqua,675,675
72,64,72,Hartsdale,64,Fleetwood,300,300
4,46,4,Harlem-125th St.,46,Beacon,2300,1750
43,37,43,Cold Spring,37,Cortlandt,300,300
89,4,89,Purdy's,4,Harlem-125th St.,2000,1500
16,20,16,Riverdale,20,Greystone,300,300
1,40,1,Grand Central,40,Manitou,2000,1500
99,54,99,Appalachian Trail,54,Melrose,1450,1450
72,100,72,Hartsdale,100,HM Valley-Wingdale,1375,1375
65,61,65,Bronxville,61,Wakefield,300,300
9,17,9,Morris Heights,17,Ludlow,300,300
68,66,68,Crestwood,66,Tuckahoe,300,300
40,4,40,Manitou,4,Harlem-125th St.,2000,1500
79,81,79,Mount Pleasant,81,Pleasantville,300,300
98,94,98,Pawling,94,Southeast,425,425
30,39,30,Scarborough,39,Peekskill,300,300
91,55,91,Brewster,55,Tremont,1150,1150
101,99,101,Dover Plains,99,Appalachian Trail,425,425
20,31,20,Greystone,31,Ossining,500,500
112,114,112,Harrison,114,Rye,375,375
4,23,4,Harlem-125th St.,23,Dobbs Ferry,1275,975
31,40,31,Ossining,40,Manitou,675,675
51,18,51,Poughkeepsie,18,Yonkers,1525,1525
24,1,24,Ardsley-on-Hudson,1,Grand Central,1275,975
177,94,177,Wassaic,94,Southeast,750,750
43,14,43,Cold Spring,14,Spuyten Duyvil,1150,1150
1,17,1,Grand Central,17,Ludlow,1150,875
100,176,100,HM Valley-Wingdale,176,Tenmile River,300,300
4,59,4,Harlem-125th St.,59,Woodlawn,975,725
105,111,105,Mt Vernon East ,111,Mamaroneck,300,300
24,37,24,Ardsley-on-Hudson,37,Cortlandt,600,600
16,33,16,Riverdale,33,Croton-Harmon,575,575
88,58,88,Goldens Bridge,58,Williams Bridge,800,800
86,97,86,Katonah,97,Patterson,675,675
98,71,98,Pawling,71,Scarsdale,1150,1150
68,79,68,Crestwood,79,Mount Pleasant,500,500
42,27,42,Garrison,27,Tarrytown,675,675
101,76,101,Dover Plains,76,North White Plains,1375,1375
54,1,54,Melrose,1,Grand Central,975,725
19,43,19,Glenwood,43,Cold Spring,875,875
79,94,79,Mount Pleasant,94,Southeast,675,675
11,39,11,Marble Hill,39,Peekskill,800,800
71,90,71,Scarsdale,90,Croton Falls,775,775
31,17,31,Ossining,17,Ludlow,500,500
91,68,91,Brewster,68,Crestwood,875,875
177,71,177,Wassaic,71,Scarsdale,1475,1475
83,64,83,Chappaqua,64,Fleetwood,500,500
72,54,72,Hartsdale,54,Melrose,425,425
23,49,23,Dobbs Ferry,49,New Hamburg,1150,1150
