fare_area_id,stop_id
nyct_subway_van_siclen_av_bmt_jamaica,nyct_subway_J23N
nyct_subway_van_siclen_av_bmt_jamaica,nyct_subway_J23S
nyct_subway_van_siclen_av_ind_fulton,nyct_subway_A53N
nyct_subway_van_siclen_av_ind_fulton,nyct_subway_A53S
nyct_subway_van_siclen_av_irt_eastern,nyct_subway_256N
nyct_subway_van_siclen_av_irt_eastern,nyct_subway_256S
nyct_subway_w_4_st,nyct_subway_A32N
nyct_subway_w_4_st,nyct_subway_A32S
nyct_subway_w_4_st,nyct_subway_D20N
nyct_subway_w_4_st,nyct_subway_D20S
nyct_subway_w_8_st,nyct_subway_D42N
nyct_subway_w_8_st,nyct_subway_D42S
nyct_subway_wall_st_irt_lexington_av,nyct_subway_419N
nyct_subway_wall_st_irt_lexington_av,nyct_subway_419S
nyct_subway_wall_st_irt_broadway,nyct_subway_230N
nyct_subway_wall_st_irt_broadway,nyct_subway_230S
nyct_subway_west_farms_sq,nyct_subway_214N
nyct_subway_west_farms_sq,nyct_subway_214S
nyct_subway_westchester_sq,nyct_subway_604N
nyct_subway_westchester_sq,nyct_subway_604S
nyct_subway_whitehall_st_south_ferry,nyct_subway_R27N
nyct_subway_whitehall_st_south_ferry,nyct_subway_R27S
nyct_subway_whitehall_st_south_ferry,nyct_subway_142N
nyct_subway_whitehall_st_south_ferry,nyct_subway_142S
nyct_subway_woodhaven_blvd_bmt_jamaica,nyct_subway_J15N
nyct_subway_woodhaven_blvd_bmt_jamaica,nyct_subway_J15S
nyct_subway_woodhaven_blvd_ind_queens,nyct_subway_G11N
nyct_subway_woodhaven_blvd_ind_queens,nyct_subway_G11S
nyct_subway_woodside,nyct_subway_712N
nyct_subway_woodside,nyct_subway_712S
nyct_subway_york_st,nyct_subway_F18N
nyct_subway_york_st,nyct_subway_F18S
nyct_subway_zerega_av,nyct_subway_606N
nyct_subway_zerega_av,nyct_subway_606S
